Price,Close,High,Low,Open,Volume
Ticker,2317.TW,2317.TW,2317.TW,2317.TW,2317.TW
Date,,,,,
2000-01-03,23.931793212890625,23.931793212890625,23.931793212890625,23.931793212890625,0
2000-01-04,12.682168006896973,12.784540172051587,12.121780975123135,12.272680449046588,100969038
2000-01-05,12.682168006896973,12.989284502360814,12.42823360421091,12.530604666597455,78951612
2000-01-06,12.682168006896973,12.989284502360814,12.3750526142012,12.735348996906682,94351308
2000-01-07,12.170306205749512,12.53060252693254,12.067934058075469,12.272678353423553,63538583
2000-01-10,12.42823314666748,12.63297636667105,12.067935674458226,12.272679997229822,71348563
2000-01-11,12.326526641845703,13.193365293919877,12.326526641845703,13.193365293919877,113739712
2000-01-12,13.042464256286621,13.042464256286621,12.272680323599234,12.47742465181563,105636792
2000-01-13,13.042464256286621,13.500480220992221,12.940093194946478,13.247209687271072,180292164
2000-01-14,12.53060531616211,13.295736717908248,12.530605316162111,13.19336454744684,75928603
2000-01-17,12.98928451538086,13.24720983595833,12.837721174929419,12.940093340186648,63291557
2000-01-18,12.940091133117676,13.144835428710834,12.837718985321096,13.091654447718396,36009878
2000-01-19,12.632972717285156,12.989280271847134,12.579791744596102,12.940089112723431,39957690
2000-01-20,12.735350608825684,12.784541790196737,12.477426358629227,12.784541790196737,26366721
2000-01-21,12.682168006896973,12.940093327215909,12.682168006896974,12.735348996906682,47431990
2000-01-24,12.53060531616211,12.94009399800774,12.530605316162111,12.94009399800774,31916914
2000-01-25,12.42823314666748,12.682167540004992,12.42823314666748,12.530604205285252,22894992
2000-01-26,12.477423667907715,12.682166877211019,12.375051511872078,12.428232497144597,47392321
2000-01-27,12.42823314666748,12.682167540004992,12.42823314666748,12.682167540004992,24439421
2000-01-28,12.579797744750977,12.784542106032902,12.428235484291948,12.428235484291948,47079264
2000-01-31,12.735350608825684,12.886913968308644,12.682169612084833,12.784541790196737,31397900
2000-02-01,12.579797744750977,12.886914286673864,12.530606562164676,12.837723104087564,84326933
2000-02-02,12.579797744750977,12.579797744750977,12.579797744750977,12.579797744750977,0
2000-02-03,12.579797744750977,12.579797744750977,12.579797744750977,12.579797744750977,0
2000-02-04,12.579797744750977,12.579797744750977,12.579797744750977,12.579797744750977,0
2000-02-07,12.579797744750977,12.579797744750977,12.579797744750977,12.579797744750977,0
2000-02-08,12.579797744750977,12.579797744750977,12.579797744750977,12.579797744750977,0
2000-02-09,12.682168006896973,13.247209822679748,12.682168006896974,12.8869123372062,304085414
2000-02-10,12.940091133117676,12.940091133117676,12.53060254193136,12.68216585653208,187384723
2000-02-11,13.807597160339355,13.807597160339355,13.091656957540659,13.091656957540659,344853284
2000-02-14,13.807597160339355,14.421164092947453,13.807597160339355,14.114713662606881,406964176
2000-02-15,14.577381134033203,14.625908443930632,13.807597175574596,14.065521399123964,241149462
2000-02-16,14.372638702392578,14.625909258701888,14.270266529154226,14.577381946101129,161401143
2000-02-17,14.217083930969238,14.577380301476497,14.217083930969238,14.217083930969238,125048123
2000-02-18,14.065522193908691,14.475010887189073,14.065522193908691,14.475010887189073,107253028
2000-02-21,13.091655731201172,13.553660379642661,13.091655731201172,13.553660379642661,87638759
2000-02-22,13.295736312866211,13.553661638698092,13.091656947339084,13.091656947339084,134753118
2000-02-23,13.9099702835083,14.217085704109468,13.349583200816072,13.50048158568252,215180424
2000-02-24,14.270268440246582,14.475012814142913,14.012344167787383,14.31879465657788,214266979
2000-02-25,14.3187894821167,14.72827808193017,14.270263283321585,14.372635433274953,206994478
2000-02-28,14.3187894821167,14.3187894821167,14.3187894821167,14.3187894821167,0
2000-02-29,14.625906944274902,14.679086827300583,14.270264271004706,14.475008585082342,134264876
2000-03-01,14.372638702392578,14.830653605178593,14.372638702392578,14.72828143194024,108432762
2000-03-02,14.421164512634277,14.625908853437796,14.372638304146268,14.475010474548027,83138031
2000-03-03,14.421164512634277,14.523536683036037,14.16789396334275,14.421164512634277,62989128
2000-03-06,14.3187894821167,14.421161632070067,13.963146833461483,14.114711254023259,68070596
2000-03-07,14.625906944274902,14.625906944274902,14.318790473158447,14.318790473158447,95097517
2000-03-08,15.035393714904785,15.088573591360436,14.523532992947766,14.62590513733917,171716614
2000-03-09,15.444218635559082,15.498064592211222,14.933023905448506,15.137768226245237,195730616
2000-03-10,15.498065948486328,15.85370866455085,15.190949440414682,15.600438117843542,181412129
2000-03-13,14.47500991821289,15.190949011562328,14.421163958368666,14.421163958368666,178226695
2000-03-14,14.577381134033203,14.728280611466097,14.065521399123964,14.67908833240907,174302792
2000-03-15,14.16789436340332,14.577381953804982,14.065522190110865,14.523537093138934,163459471
