Price,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,
2000-01-04,24.083703994750977,24.286940897451533,23.372369676844894,23.77884760900931,332630460
2000-01-05,23.982088088989258,24.08370551506343,23.372371152253525,23.575610131165433,292754299
2000-01-06,23.47398567199707,23.982080903663498,23.372364149606387,23.982080903663498,248928848
2000-01-07,22.762657165527344,23.06751355475336,22.152942323693633,22.86427458634823,269228882
2000-01-10,23.372364044189453,23.575602961291818,21.74646302427632,21.74646302427632,380487972
2000-01-11,22.559415817260742,23.982084319251662,22.356178933677366,23.778845372286828,286306727
2000-01-12,23.16912841796875,23.169128417968754,22.4577982972185,22.559415706821994,181892693
2000-01-13,22.559415817260742,23.169128531392325,22.559415817260742,22.96589371119041,162467818922
2000-01-14,22.86427116394043,23.270749039907592,22.559414820346426,22.86427116394043,201569289
2000-01-17,23.372364044189453,23.677224483224155,23.270746649019426,23.575602961291818,150538291
2000-01-18,22.86427116394043,23.372366445518015,22.762653758330007,23.372366445518015,118179571
2000-01-19,22.559415817260742,23.169128531392325,22.559415817260742,22.864272174326533,131704223
2000-01-20,22.559415817260742,22.661037354124616,22.05132257661157,22.559415817260742,161466136
2000-01-21,23.067508697509766,23.37236502254327,22.864269771899938,22.965891298086095,146733969027
2000-01-24,23.778844833374023,23.982083775732743,23.37236694865658,23.37236694865658,280150047
2000-01-25,23.880464553833008,23.982081953911496,23.47398669999404,23.77884302699201,165332179
2000-01-26,25.404747009277344,25.506368547653974,24.388560512851893,24.388560512851893,509931527
2000-01-27,25.404747009277344,26.014461795866698,25.09989064767341,26.014461795866698,294787896
2000-01-28,24.490177154541016,24.998272450161686,24.388559746122024,24.998272450161686,220776993
2000-01-31,24.896656036376953,24.896656036376957,24.083702292877113,24.185321768737282,123849502
2000-02-01,24.99827003479004,25.303130484116632,24.59179218686289,25.303130484116632,138152648
2000-02-02,24.99827003479004,24.998270034790043,24.998270034790043,24.998270034790043,0
2000-02-03,24.99827003479004,24.998270034790043,24.998270034790043,24.998270034790043,0
2000-02-04,24.99827003479004,24.998270034790043,24.998270034790043,24.998270034790043,0
2000-02-07,24.99827003479004,24.998270034790043,24.998270034790043,24.998270034790043,0
2000-02-08,24.99827003479004,24.998270034790043,24.998270034790043,24.998270034790043,0
2000-02-09,25.30313491821289,25.811226127015555,25.099891831870746,25.811226127015555,205640473
2000-02-10,24.79503059387207,25.20150843332452,24.388556881181984,25.20150843332452,142264579
2000-02-11,24.896656036376953,25.404747225533278,24.693417084656616,24.998273448855617,248857310
2000-02-14,24.896656036376953,25.607988240635123,24.79503449713528,25.099890861334277,231418814
2000-02-15,24.896656036376953,25.099890861334277,24.591795545414943,24.896656036376957,132398164
2000-02-16,24.79503059387207,25.20150843332452,24.591791674145842,24.998269513598295,96313793
2000-02-17,24.490177154541016,24.693416098141853,24.185320802521186,24.59179456296001,169811146
2000-02-18,23.982088088989258,24.795037814491554,23.880470662915087,24.693420388417383,168258311
2000-02-21,22.559415817260742,23.778845372286828,22.559415817260742,23.778845372286828,204879305
2000-02-22,22.762657165527344,23.06751355475336,22.051324902872743,22.152942323693633,220926964
2000-02-23,22.356178283691406,22.762654102421696,22.356178283691406,22.762654102421696,94785922
2000-02-24,22.661033630371094,22.762651023773866,22.356175260019413,22.55941211020608,96072827
2000-02-25,22.86427116394043,22.86427116394043,22.457797414736003,22.762653758330007,131295083
2000-02-28,22.86427116394043,22.86427116394043,22.86427116394043,22.86427116394043,0
2000-02-29,22.86427116394043,23.270749039907592,22.86427116394043,23.169127507534434,93814074
2000-03-01,23.16912841796875,23.37236736393864,23.06751100836526,23.270749954335145,103782874
2000-03-02,22.661033630371094,23.372363637714987,22.55941211020608,23.372363637714987,77321238
2000-03-03,22.661033630371094,22.762651023773866,22.457794716803306,22.55941211020608,54058051
2000-03-06,22.457799911499023,22.864273705893485,22.35618043120961,22.864273705893485,79299876
2000-03-07,22.152938842773438,22.559414652331945,21.94970403306621,22.254560374389754,89830876
2000-03-08,22.051321029663086,22.35617736534254,21.949703626690813,22.15293843263536,83254277
2000-03-09,22.661033630371094,22.661033630371094,22.152936346451625,22.152936346451625,89730328
2000-03-10,21.746463775634766,22.965891130237715,21.746463775634766,22.965891130237715,121241490
2000-03-13,20.323795318603516,20.831888447694745,20.323795318603512,20.73027312328611,197750221
2000-03-14,20.6286563873291,20.73027792542122,19.714087305077843,19.917322127736142,192705540
2000-03-15,20.120561599731445,20.730278463830906,19.91732264503163,20.527039509131086,168651829
2000-03-16,19.61246681213379,20.12056214938187,18.7995130345079,18.7995130345079,249527376
2000-03-17,19.917322158813477,19.917322158813477,19.409226847849,19.612465797587387,322737936
2000-03-20,19.3076114654541,19.3076114654541,19.3076114654541,19.3076114654541,19713548
2000-03-21,20.6286563873291,20.6286563873291,18.69789462135298,18.69789462135298,307675855
2000-03-22,20.831893920898438,21.33998924686354,20.32380065831488,20.628657028541323,233479025
2000-03-23,22.254562377929688,22.254562377929688,21.339989144858897,21.543228099626084,250847711
2000-03-24,22.051321029663086,22.457796831696125,21.949703626690813,22.457796831696125,178769243
2000-03-27,23.575605392456055,23.575605392456055,22.35617795423551,22.35617795423551,197371979
2000-03-28,24.083703994750977,24.38856244387429,23.77884760900931,24.38856244387429,277777118920
2000-03-29,23.880464553833008,24.185318817449726,23.677225626913526,24.185318817449726,153859273
2000-03-30,24.591796875,25.201513763126087,23.982086177018765,23.982086177018765,344904162
2000-03-31,23.982088088989258,24.59179883557964,23.880470662915087,24.388563983431297,164745578225
2000-04-03,23.982088088989258,23.982088088989258,23.982088088989258,23.982088088989258,0
2000-04-04,23.982088088989258,23.982088088989258,23.982088088989258,23.982088088989258,0
2000-04-05,24.99827003479004,25.303130484116632,24.286935864298748,24.286935864298748,227783546
2000-04-06,23.778844833374023,25.3031327743016,23.77884483337402,24.998272297382105,219765704
2000-04-07,23.575605392456055,24.185320143257012,23.37236645439528,23.982083268577604,161019549
2000-04-10,24.286941528320312,24.99827586470376,23.473991833019547,23.473991833019547,292980520
2000-04-11,23.778844833374023,24.18532065471005,23.677227425576074,24.08370118353069,132788196
2000-04-12,22.965890884399414,23.778842445432474,22.965890884399414,23.575603523483608,145425077
2000-04-13,22.152938842773438,22.356177779243367,21.74646509659628,21.94970403306621,219826704
2000-04-14,20.831893920898438,21.644845617089985,20.7302785697922,20.933511335386218,238392897
2000-04-17,19.815706253051758,19.815706253051758,19.104374001678735,19.104374001678735,181554560
2000-04-18,20.831893920898438,21.035132876637096,20.32380065831488,20.7302785697922,182132143
2000-04-19,20.222185134887695,21.339991242454833,20.120563584133762,21.339991242454833,132531715
2000-04-20,20.527040481567383,20.62865790034972,19.714088751018867,20.2221840984571,92166119
2000-04-21,19.714088439941406,20.1205622354201,19.612466895999333,19.612466895999333,130066568
2000-04-24,18.901132583618164,19.71408627546334,18.901132583618164,19.71408627546334,103420654
2000-04-25,19.917322158813477,19.917322158813477,18.596277239039914,18.69789465052762,166989715
2000-04-26,19.00275421142578,20.222181660219206,18.79951114484008,20.120560126926353,135289884
2000-04-27,19.714088439941406,19.714088439941406,19.002756202781296,19.510845352057256,144450010
2000-04-28,21.035133361816406,21.035133361816406,19.815705789402756,19.917323206234364,256423426
2000-05-01,21.035133361816406,21.035133361816406,21.035133361816406,21.035133361816406,0
2000-05-02,21.746463775634766,22.051320098440197,21.543224851510328,21.949702699759207,206859407
2000-05-03,20.73027801513672,21.644845037964515,20.73027801513672,21.543227626195588,156718656
2000-05-04,20.323795318603516,21.339983640166984,20.018939028472573,20.93350583548439,147635366
2000-05-05,21.543231964111328,21.543231964111328,19.917326224458954,20.120565215683715,166880357
2000-05-08,21.644845962524414,21.949706464379286,21.339989587432708,21.441607003542224,186385049
2000-05-09,21.644845962524414,21.644845962524414,21.644845962524414,21.644845962524414,0
2000-05-10,25.754323959350586,26.63231152582594,25.754323959350586,26.19331877427921,272766688
2000-05-11,25.16899299621582,25.315325946366695,24.72999827252612,25.022660046064942,128542577
2000-05-12,26.33964729309082,26.339647293090817,25.315326919564054,25.754319596748484,137950184
2000-05-15,25.607988357543945,26.632308799733643,25.46165745534018,26.632308799733643,93891704
2000-05-16,27.07130241394043,27.217635373278313,25.75432022357064,26.193314974821103,164745727
2000-05-17,28.09562110900879,28.680946720728265,27.65662638437382,27.80295520807685,231459124
2000-05-18,27.94928741455078,27.94928741455078,27.363959755030887,27.65662564817225,116993148
2000-05-19,27.6566219329834,27.802950733134505,27.36395607915663,27.51028900607001,65075344
2000-05-22,26.4859676361084,27.363954840954637,26.485967636108402,27.07129519051395,88601490
2000-05-23,25.900650024414062,26.632304414972793,25.754317082920974,26.485971473479704,68995404
2000-05-24,25.46165657043457,25.607987467552686,25.02266181569862,25.168994776198346,78865786
2000-05-25,25.02265739440918,25.900648812129127,24.876328586527727,25.75431587748518,73734944
2000-05-26,25.31532859802246,25.46165743673763,24.730000862871695,24.876333828350226,76133555
2000-05-29,25.31532859802246,25.900654269791545,25.16899563254393,25.31532859802246,58958664
2000-05-30,25.31532859802246,25.31532859802246,25.31532859802246,25.31532859802246,0
2000-05-31,27.363964080810547,27.949291832860858,27.071304331548877,27.949291832860858,198036592
2000-06-01,26.63230323791504,27.36395759613712,26.63230323791504,27.21763085125521,63749675
2000-06-02,26.778636932373047,27.510291311344574,26.778636932373043,27.217631623137272,110559813
2000-06-05,26.924968719482422,27.071301674825044,26.632306935560255,26.924968719482422,56553474842
2000-06-06,26.924968719482422,26.924968719482422,26.924968719482422,26.924968719482422,0
2000-06-07,27.51029396057129,27.51029396057129,26.632306557874422,26.92496833764621,121034714287
2000-06-08,27.363964080810547,28.095624802564306,27.217637301252324,27.802958863157407,142517212
2000-06-09,27.6566219329834,27.802950733134505,27.51028900607001,27.802950733134505,104072826
2000-06-12,27.217632293701172,27.949286690698553,27.217632293701172,27.802953747917716,65053942
2000-06-13,26.924968719482422,27.217634630167666,26.778639890902877,26.924968719482422,63218332335
2000-06-14,26.924968719482422,27.363961395365674,26.778639890902877,27.217634630167666,86123795335
2000-06-15,26.4859676361084,26.924962270222043,26.339640905959623,26.77863347669222,77502341
2000-06-16,26.19331169128418,26.48597138312798,26.04697875029028,26.48597138312798,74023227
2000-06-19,25.754323959350586,26.33965175484335,25.607990978786447,26.19331877427921,56947143
2000-06-20,25.46165657043457,26.19331518278836,25.46165657043457,26.19331518278836,46836049
2000-06-21,25.46165657043457,25.900653388552133,25.46165657043457,25.75432042805241,68767075
2000-06-22,26.19331169128418,26.339644632278084,25.168991421233542,25.315324362227447,88438051
2000-06-23,25.607988357543945,26.193316093122355,25.60798835754394,25.900654288714833,54476304
2000-06-26,25.02265739440918,25.46165207157853,24.876328586527727,25.46165207157853,68591403
2000-06-27,25.02265739440918,25.315323263697078,24.876328586527727,25.16899032905313,48848735
2000-06-28,25.46165657043457,25.607987467552686,25.02266181569862,25.02266181569862,72286370
2000-06-29,24.729995727539062,25.754315956274112,24.437336047499585,25.754315956274112,88622171
2000-06-30,25.02265739440918,25.315323263697078,24.437335972739625,24.876328586527727,96281055
2000-07-03,24.58366584777832,25.16899142161888,23.99833821055642,25.022658480622738,66417868
2000-07-04,23.998342514038086,24.87633412731601,23.99834251403809,24.58367025622337,63559477
2000-07-05,25.16899299621582,25.46165476975464,23.70568000175878,24.291005612217887,118081376
2000-07-06,24.291006088256836,24.729998757168158,24.291006088256836,24.58366786753105,61066181
2000-07-07,23.559349060058594,24.43734064566884,23.559349060058594,24.144674720417118,84751403
2000-07-10,23.41301155090332,23.705677419322804,22.827690130970566,23.559344485113062,85542807
2000-07-11,23.41301155090332,23.852010353532542,23.120349809246324,23.41301155090332,55118668
2000-07-12,23.41301155090332,23.705677419322804,23.41301155090332,23.559344485113062,45241873
2000-07-13,23.998342514038086,24.291008448512436,23.705682769708858,23.705682769708858,97722181
2000-07-14,24.43733787536621,24.58366669464044,23.99833903725508,24.14467198329212,111560104
2000-07-17,24.291006088256836,24.87633171018677,24.144673135238225,24.87633171018677,64027648
2000-07-18,23.852012634277344,24.43733823694179,23.70567968607515,24.43733823694179,42788685
2000-07-19,23.852012634277344,24.43733823694179,23.70567968607515,24.43733823694179,42788685
2000-07-20,22.82769203186035,23.705679393323667,22.82769203186035,23.559346446928604,76273538
2000-07-21,22.5350284576416,23.120354113300273,21.949706928746178,22.827694380543374,104710478
2000-07-24,21.94970703125,22.388699727507856,21.94970703125,22.242366765373603,64678920
2000-07-25,21.364377975463867,22.24236537653883,21.364377975463864,21.657039754695017,71126283
2000-07-26,21.803369522094727,22.242362126802117,21.36437485400613,21.36437485400613,78795369
2000-07-27,21.803369522094727,21.803369522094723,21.07171518091574,21.803369522094723,70315841
2000-07-28,22.388700485229492,22.388700485229492,21.218049128825832,21.364380032530864,75142542
2000-07-31,21.94970703125,22.242366765373603,21.803374069115748,22.242366765373603,30183169
2000-08-01,21.65703582763672,22.388694269806393,21.657035827636722,22.24236134334378,37343367
2000-08-02,21.510709762573242,21.949704471007816,21.510709762573242,21.657038580876243,57964991
